site_code,site_name,longitude,latitude,trap_type,collection_date,disease_week,species,count,season,urban_cat
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-05-23,21,Culex tarsalis,42,early,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-05-28,22,Culex tarsalis,133,early,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-05-30,22,Culex tarsalis,152,early,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-06-03,23,Culex tarsalis,117,mid,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-06-05,23,Culex tarsalis,47,mid,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-06-10,24,Culex tarsalis,670,mid,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-06-12,24,Culex tarsalis,117,mid,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-06-18,25,Culex tarsalis,424,mid,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-06-24,26,Culex tarsalis,231,mid,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-06-26,26,Culex tarsalis,371,mid,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-07-01,27,Culex tarsalis,49,mid,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-07-03,27,Culex tarsalis,102,mid,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-07-08,28,Culex tarsalis,1140,mid,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-07-10,28,Culex tarsalis,287,mid,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-07-15,29,Culex tarsalis,1979,mid,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-07-17,29,Culex tarsalis,675,mid,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-07-22,30,Culex tarsalis,11,mid,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-07-24,30,Culex tarsalis,820,mid,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-07-29,31,Culex tarsalis,656,mid,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-07-29,31,Culex tarsalis,656,mid,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-07-31,31,Culex tarsalis,227,mid,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-08-05,32,Culex tarsalis,3,late,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-08-07,32,Culex tarsalis,383,late,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-08-12,33,Culex tarsalis,587,late,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-08-14,33,Culex tarsalis,454,late,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-08-19,34,Culex tarsalis,581,late,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-08-21,34,Culex tarsalis,1,late,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-08-26,35,Culex tarsalis,429,late,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-09-03,36,Culex tarsalis,1282,late,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-09-05,36,Culex tarsalis,136,late,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-09-11,37,Culex tarsalis,274,late,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-09-16,38,Culex tarsalis,122,late,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-09-18,38,Culex tarsalis,73,late,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-09-23,39,Culex tarsalis,8,late,peri
5,Amelia Earhart (F.S. #9),-112.02854,40.778689,CO2,2025-09-25,39,Culex tarsalis,45,late,peri
29,ATV,-111.944005,40.826462,CO2,2025-04-11,15,Culex tarsalis,14,early,peri
29,ATV,-111.944005,40.826462,CO2,2025-04-16,16,Culex tarsalis,25,early,peri
29,ATV,-111.944005,40.826462,CO2,2025-04-23,17,Culex tarsalis,4,early,peri
29,ATV,-111.944005,40.826462,CO2,2025-05-02,18,Culex tarsalis,2,early,peri
29,ATV,-111.944005,40.826462,CO2,2025-05-08,19,Culex tarsalis,15,early,peri
29,ATV,-111.944005,40.826462,CO2,2025-05-13,20,Culex tarsalis,6,early,peri
29,ATV,-111.944005,40.826462,CO2,2025-05-15,20,Culex tarsalis,3,early,peri
29,ATV,-111.944005,40.826462,CO2,2025-05-21,21,Culex tarsalis,12,early,peri
29,ATV,-111.944005,40.826462,CO2,2025-05-23,21,Culex tarsalis,11,early,peri
29,ATV,-111.944005,40.826462,CO2,2025-05-28,22,Culex tarsalis,53,early,peri
29,ATV,-111.944005,40.826462,CO2,2025-05-30,22,Culex tarsalis,45,early,peri
29,ATV,-111.944005,40.826462,CO2,2025-06-03,23,Culex tarsalis,22,mid,peri
29,ATV,-111.944005,40.826462,CO2,2025-06-05,23,Culex tarsalis,21,mid,peri
29,ATV,-111.944005,40.826462,CO2,2025-06-10,24,Culex tarsalis,208,mid,peri
29,ATV,-111.944005,40.826462,CO2,2025-06-12,24,Culex tarsalis,545,mid,peri
29,ATV,-111.944005,40.826462,CO2,2025-06-18,25,Culex tarsalis,228,mid,peri
29,ATV,-111.944005,40.826462,CO2,2025-06-24,26,Culex tarsalis,93,mid,peri
29,ATV,-111.944005,40.826462,CO2,2025-06-26,26,Culex tarsalis,291,mid,peri
29,ATV,-111.944005,40.826462,CO2,2025-07-01,27,Culex tarsalis,509,mid,peri
29,ATV,-111.944005,40.826462,CO2,2025-07-03,27,Culex tarsalis,315,mid,peri
29,ATV,-111.944005,40.826462,CO2,2025-07-08,28,Culex tarsalis,585,mid,peri
29,ATV,-111.944005,40.826462,CO2,2025-07-10,28,Culex tarsalis,783,mid,peri
29,ATV,-111.944005,40.826462,CO2,2025-07-15,29,Culex tarsalis,2005,mid,peri
29,ATV,-111.944005,40.826462,CO2,2025-07-17,29,Culex tarsalis,996,mid,peri
29,ATV,-111.944005,40.826462,CO2,2025-07-22,30,Culex tarsalis,3,mid,peri
29,ATV,-111.944005,40.826462,CO2,2025-07-24,30,Culex tarsalis,317,mid,peri
29,ATV,-111.944005,40.826462,CO2,2025-07-29,31,Culex tarsalis,116,mid,peri
29,ATV,-111.944005,40.826462,CO2,2025-07-29,31,Culex tarsalis,116,mid,peri
29,ATV,-111.944005,40.826462,CO2,2025-07-31,31,Culex tarsalis,399,mid,peri
29,ATV,-111.944005,40.826462,CO2,2025-08-05,32,Culex tarsalis,736,late,peri
29,ATV,-111.944005,40.826462,CO2,2025-08-07,32,Culex tarsalis,287,late,peri
29,ATV,-111.944005,40.826462,CO2,2025-08-12,33,Culex tarsalis,513,late,peri
29,ATV,-111.944005,40.826462,CO2,2025-08-14,33,Culex tarsalis,458,late,peri
29,ATV,-111.944005,40.826462,CO2,2025-08-19,34,Culex tarsalis,88,late,peri
29,ATV,-111.944005,40.826462,CO2,2025-08-21,34,Culex tarsalis,938,late,peri
29,ATV,-111.944005,40.826462,CO2,2025-08-26,35,Culex tarsalis,888,late,peri
29,ATV,-111.944005,40.826462,CO2,2025-09-03,36,Culex tarsalis,567,late,peri
29,ATV,-111.944005,40.826462,CO2,2025-09-05,36,Culex tarsalis,391,late,peri
29,ATV,-111.944005,40.826462,CO2,2025-09-09,37,Culex tarsalis,227,late,peri
29,ATV,-111.944005,40.826462,CO2,2025-09-11,37,Culex tarsalis,66,late,peri
29,ATV,-111.944005,40.826462,CO2,2025-09-16,38,Culex tarsalis,104,late,peri
29,ATV,-111.944005,40.826462,CO2,2025-09-18,38,Culex tarsalis,114,late,peri
29,ATV,-111.944005,40.826462,CO2,2025-09-23,39,Culex tarsalis,15,late,peri
29,ATV,-111.944005,40.826462,CO2,2025-09-25,39,Culex tarsalis,12,late,peri
29,ATV,-111.944005,40.826462,CO2,2025-09-30,40,Culex tarsalis,57,late,peri
52,Audubon,-112.114005,40.826291,CO2,2025-04-16,16,Culex tarsalis,3,early,rural
52,Audubon,-112.114005,40.826291,CO2,2025-04-23,17,Culex tarsalis,11,early,rural
52,Audubon,-112.114005,40.826291,CO2,2025-05-08,19,Culex tarsalis,61,early,rural
52,Audubon,-112.114005,40.826291,CO2,2025-05-21,21,Culex tarsalis,4,early,rural
52,Audubon,-112.114005,40.826291,CO2,2025-05-23,21,Culex tarsalis,39,early,rural
52,Audubon,-112.114005,40.826291,CO2,2025-05-28,22,Culex tarsalis,77,early,rural
52,Audubon,-112.114005,40.826291,CO2,2025-05-30,22,Culex tarsalis,151,early,rural
52,Audubon,-112.114005,40.826291,CO2,2025-06-03,23,Culex tarsalis,8,mid,rural
52,Audubon,-112.114005,40.826291,CO2,2025-06-05,23,Culex tarsalis,96,mid,rural
52,Audubon,-112.114005,40.826291,CO2,2025-06-10,24,Culex tarsalis,144,mid,rural
52,Audubon,-112.114005,40.826291,CO2,2025-06-12,24,Culex tarsalis,16,mid,rural
52,Audubon,-112.114005,40.826291,CO2,2025-06-18,25,Culex tarsalis,363,mid,rural
52,Audubon,-112.114005,40.826291,CO2,2025-06-24,26,Culex tarsalis,100,mid,rural
52,Audubon,-112.114005,40.826291,CO2,2025-06-26,26,Culex tarsalis,78,mid,rural
52,Audubon,-112.114005,40.826291,CO2,2025-07-01,27,Culex tarsalis,317,mid,rural
52,Audubon,-112.114005,40.826291,CO2,2025-07-03,27,Culex tarsalis,320,mid,rural
52,Audubon,-112.114005,40.826291,CO2,2025-07-08,28,Culex tarsalis,1637,mid,rural
52,Audubon,-112.114005,40.826291,CO2,2025-07-15,29,Culex tarsalis,2780,mid,rural
52,Audubon,-112.114005,40.826291,CO2,2025-07-17,29,Culex tarsalis,1319,mid,rural
52,Audubon,-112.114005,40.826291,CO2,2025-07-22,30,Culex tarsalis,1,mid,rural
52,Audubon,-112.114005,40.826291,CO2,2025-07-24,30,Culex tarsalis,1566,mid,rural
52,Audubon,-112.114005,40.826291,CO2,2025-07-29,31,Culex tarsalis,381,mid,rural
52,Audubon,-112.114005,40.826291,CO2,2025-07-29,31,Culex tarsalis,381,mid,rural
52,Audubon,-112.114005,40.826291,CO2,2025-07-31,31,Culex tarsalis,138,mid,rural
52,Audubon,-112.114005,40.826291,CO2,2025-08-05,32,Culex tarsalis,233,late,rural
52,Audubon,-112.114005,40.826291,CO2,2025-08-07,32,Culex tarsalis,403,late,rural
52,Audubon,-112.114005,40.826291,CO2,2025-08-12,33,Culex tarsalis,1981,late,rural
52,Audubon,-112.114005,40.826291,CO2,2025-08-14,33,Culex tarsalis,322,late,rural
52,Audubon,-112.114005,40.826291,CO2,2025-08-19,34,Culex tarsalis,498,late,rural
52,Audubon,-112.114005,40.826291,CO2,2025-08-21,34,Culex tarsalis,557,late,rural
52,Audubon,-112.114005,40.826291,CO2,2025-08-26,35,Culex tarsalis,500,late,rural
52,Audubon,-112.114005,40.826291,CO2,2025-09-03,36,Culex tarsalis,1079,late,rural
52,Audubon,-112.114005,40.826291,CO2,2025-09-09,37,Culex tarsalis,957,late,rural
52,Audubon,-112.114005,40.826291,CO2,2025-09-11,37,Culex tarsalis,418,late,rural
52,Audubon,-112.114005,40.826291,CO2,2025-09-16,38,Culex tarsalis,22,late,rural
52,Audubon,-112.114005,40.826291,CO2,2025-09-18,38,Culex tarsalis,38,late,rural
52,Audubon,-112.114005,40.826291,CO2,2025-09-23,39,Culex tarsalis,21,late,rural
52,Audubon,-112.114005,40.826291,CO2,2025-09-30,40,Culex tarsalis,43,late,rural
51,Avocet,-112.122441,40.794842,CO2,2025-04-11,15,Culex tarsalis,2,early,rural
51,Avocet,-112.122441,40.794842,CO2,2025-04-16,16,Culex tarsalis,1,early,rural
51,Avocet,-112.122441,40.794842,CO2,2025-04-23,17,Culex tarsalis,2,early,rural
51,Avocet,-112.122441,40.794842,CO2,2025-05-08,19,Culex tarsalis,1,early,rural
51,Avocet,-112.122441,40.794842,CO2,2025-05-23,21,Culex tarsalis,8,early,rural
51,Avocet,-112.122441,40.794842,CO2,2025-05-28,22,Culex tarsalis,50,early,rural
51,Avocet,-112.122441,40.794842,CO2,2025-05-30,22,Culex tarsalis,35,early,rural
51,Avocet,-112.122441,40.794842,CO2,2025-06-03,23,Culex tarsalis,2,mid,rural
51,Avocet,-112.122441,40.794842,CO2,2025-06-05,23,Culex tarsalis,99,mid,rural
51,Avocet,-112.122441,40.794842,CO2,2025-06-12,24,Culex tarsalis,118,mid,rural
51,Avocet,-112.122441,40.794842,CO2,2025-06-18,25,Culex tarsalis,243,mid,rural
51,Avocet,-112.122441,40.794842,CO2,2025-06-24,26,Culex tarsalis,579,mid,rural
51,Avocet,-112.122441,40.794842,CO2,2025-06-26,26,Culex tarsalis,243,mid,rural
51,Avocet,-112.122441,40.794842,CO2,2025-07-01,27,Culex tarsalis,1487,mid,rural
51,Avocet,-112.122441,40.794842,CO2,2025-07-03,27,Culex tarsalis,644,mid,rural
51,Avocet,-112.122441,40.794842,CO2,2025-07-08,28,Culex tarsalis,669,mid,rural
51,Avocet,-112.122441,40.794842,CO2,2025-07-10,28,Culex tarsalis,186,mid,rural
51,Avocet,-112.122441,40.794842,CO2,2025-07-15,29,Culex tarsalis,6520,mid,rural
51,Avocet,-112.122441,40.794842,CO2,2025-07-17,29,Culex tarsalis,2130,mid,rural
51,Avocet,-112.122441,40.794842,CO2,2025-07-24,30,Culex tarsalis,1629,mid,rural
51,Avocet,-112.122441,40.794842,CO2,2025-07-29,31,Culex tarsalis,2041,mid,rural
51,Avocet,-112.122441,40.794842,CO2,2025-07-29,31,Culex tarsalis,2041,mid,rural
51,Avocet,-112.122441,40.794842,CO2,2025-07-31,31,Culex tarsalis,286,mid,rural
51,Avocet,-112.122441,40.794842,CO2,2025-08-05,32,Culex tarsalis,3328,late,rural
51,Avocet,-112.122441,40.794842,CO2,2025-08-07,32,Culex tarsalis,1802,late,rural
51,Avocet,-112.122441,40.794842,CO2,2025-08-12,33,Culex tarsalis,4028,late,rural
51,Avocet,-112.122441,40.794842,CO2,2025-08-14,33,Culex tarsalis,1344,late,rural
51,Avocet,-112.122441,40.794842,CO2,2025-08-19,34,Culex tarsalis,232,late,rural
51,Avocet,-112.122441,40.794842,CO2,2025-08-21,34,Culex tarsalis,612,late,rural
51,Avocet,-112.122441,40.794842,CO2,2025-08-26,35,Culex tarsalis,2412,late,rural
51,Avocet,-112.122441,40.794842,CO2,2025-09-03,36,Culex tarsalis,3293,late,rural
51,Avocet,-112.122441,40.794842,CO2,2025-09-05,36,Culex tarsalis,2015,late,rural
51,Avocet,-112.122441,40.794842,CO2,2025-09-09,37,Culex tarsalis,1713,late,rural
51,Avocet,-112.122441,40.794842,CO2,2025-09-11,37,Culex tarsalis,729,late,rural
51,Avocet,-112.122441,40.794842,CO2,2025-09-16,38,Culex tarsalis,39,late,rural
51,Avocet,-112.122441,40.794842,CO2,2025-09-18,38,Culex tarsalis,82,late,rural
51,Avocet,-112.122441,40.794842,CO2,2025-09-23,39,Culex tarsalis,10,late,rural
51,Avocet,-112.122441,40.794842,CO2,2025-09-30,40,Culex tarsalis,20,late,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-04-11,15,Culex tarsalis,19,early,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-04-16,16,Culex tarsalis,7,early,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-04-23,17,Culex tarsalis,1,early,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-05-08,19,Culex tarsalis,8,early,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-05-13,20,Culex tarsalis,2,early,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-05-15,20,Culex tarsalis,14,early,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-05-21,21,Culex tarsalis,25,early,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-05-23,21,Culex tarsalis,103,early,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-05-28,22,Culex tarsalis,539,early,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-05-30,22,Culex tarsalis,554,early,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-06-03,23,Culex tarsalis,109,mid,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-06-05,23,Culex tarsalis,278,mid,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-06-10,24,Culex tarsalis,710,mid,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-06-12,24,Culex tarsalis,372,mid,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-06-18,25,Culex tarsalis,567,mid,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-06-24,26,Culex tarsalis,807,mid,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-06-26,26,Culex tarsalis,29,mid,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-07-01,27,Culex tarsalis,2261,mid,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-07-03,27,Culex tarsalis,2435,mid,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-07-08,28,Culex tarsalis,1819,mid,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-07-10,28,Culex tarsalis,1164,mid,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-07-15,29,Culex tarsalis,3854,mid,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-07-17,29,Culex tarsalis,2303,mid,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-07-22,30,Culex tarsalis,1,mid,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-07-24,30,Culex tarsalis,1627,mid,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-07-29,31,Culex tarsalis,2204,mid,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-07-29,31,Culex tarsalis,2204,mid,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-07-31,31,Culex tarsalis,827,mid,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-08-05,32,Culex tarsalis,2900,late,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-08-07,32,Culex tarsalis,829,late,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-08-12,33,Culex tarsalis,2117,late,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-08-14,33,Culex tarsalis,2518,late,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-08-19,34,Culex tarsalis,2503,late,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-08-21,34,Culex tarsalis,3988,late,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-08-26,35,Culex tarsalis,3101,late,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-09-03,36,Culex tarsalis,1278,late,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-09-05,36,Culex tarsalis,1056,late,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-09-09,37,Culex tarsalis,1731,late,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-09-11,37,Culex tarsalis,2105,late,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-09-16,38,Culex tarsalis,231,late,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-09-18,38,Culex tarsalis,187,late,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-09-23,39,Culex tarsalis,31,late,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-09-25,39,Culex tarsalis,9,late,rural
28,Bird Reclamation,-112.050242,40.802139,CO2,2025-09-30,40,Culex tarsalis,3,late,rural
24,Blackhawk,-112.016928,40.806671,CO2,2025-04-11,15,Culex tarsalis,13,early,rural
24,Blackhawk,-112.016928,40.806671,CO2,2025-04-16,16,Culex tarsalis,4,early,rural
24,Blackhawk,-112.016928,40.806671,CO2,2025-04-23,17,Culex tarsalis,1,early,rural
24,Blackhawk,-112.016928,40.806671,CO2,2025-05-13,20,Culex tarsalis,1,early,rural
24,Blackhawk,-112.016928,40.806671,CO2,2025-05-21,21,Culex tarsalis,9,early,rural
24,Blackhawk,-112.016928,40.806671,CO2,2025-05-23,21,Culex tarsalis,51,early,rural
24,Blackhawk,-112.016928,40.806671,CO2,2025-05-28,22,Culex tarsalis,64,early,rural
24,Blackhawk,-112.016928,40.806671,CO2,2025-05-30,22,Culex tarsalis,394,early,rural
24,Blackhawk,-112.016928,40.806671,CO2,2025-06-03,23,Culex tarsalis,77,mid,rural
24,Blackhawk,-112.016928,40.806671,CO2,2025-06-05,23,Culex tarsalis,318,mid,rural
24,Blackhawk,-112.016928,40.806671,CO2,2025-06-12,24,Culex tarsalis,824,mid,rural
24,Blackhawk,-112.016928,40.806671,CO2,2025-06-18,25,Culex tarsalis,278,mid,rural
24,Blackhawk,-112.016928,40.806671,CO2,2025-06-24,26,Culex tarsalis,1312,mid,rural
24,Blackhawk,-112.016928,40.806671,CO2,2025-06-26,26,Culex tarsalis,452,mid,rural
24,Blackhawk,-112.016928,40.806671,CO2,2025-07-01,27,Culex tarsalis,1254,mid,rural
24,Blackhawk,-112.016928,40.806671,CO2,2025-07-03,27,Culex tarsalis,986,mid,rural
